Id,Disease,County,Year,Sex,Count,Population,Rate,CI_lower,CI_upper,Recalculated_Rate
40952,Diphtheria,San Francisco,2009,Female,0,394990,0.0,0.0,0.934,0.0
119321,Tetanus,Kern,2013,Male,0,448703,0.0,0.0,0.8220000000000001,0.0
60950,"Hepatitis E, acute infection",San Benito,2012,Female,0,28368,0.0,0.0,13.003,0.0
110022,Shigellosis,Alpine,2001,Female,0,589,0.0,0.0,624.3380000000001,0.0
57423,Hemolytic Uremic Syndrome,San Bernardino,2013,Male,0,1032092,0.0,0.0,0.35700000000000004,0.0
97015,Q Fever,San Luis Obispo,2008,Male,0,136757,0.0,0.0,2.697,0.0
127729,Tuberculosis,San Joaquin,2007,Female,19,336128,5.653,3.403,8.827,5.653
60016,"Hepatitis C, Acute",Lassen,2013,Female,0,12104,0.0,0.0,30.471999999999998,0.0
49403,Giardiasis,Mariposa,2013,Male,2,9054,22.089000000000002,2.675,79.773,22.09
119208,Tetanus,Humboldt,2008,Female,0,66619,0.0,0.0,5.537000000000001,0.0
7979,"Botulism, Foodborne",Humboldt,2009,Male,0,66903,0.0,0.0,5.513999999999999,0.0
31040,Dengue,Napa,2009,Male,0,67714,0.0,0.0,5.4479999999999995,0.0
78176,Lyme Disease,Merced,2014,Male,0,133492,0.0,0.0,2.763,0.0
10243,"Botulism, Other",Colusa,2006,Female,0,10228,0.0,0.0,36.06,0.0
101315,Relapsing Fever,Modoc,2005,Male,0,4851,0.0,0.0,76.015,0.0
89836,Pertussis,Shasta,2009,Female,1,89964,1.112,0.027999999999999997,6.193,1.112
91903,"Plague, human",San Benito,2004,Female,0,27433,0.0,0.0,13.446,0.0
109529,Shiga Toxin Positive Feces (without culture confirmation),San Mateo,2014,Female,1,380349,0.263,0.006999999999999999,1.465,0.263
69153,Legionellosis,Santa Clara,2012,Female,3,911248,0.32899999999999996,0.068,0.9620000000000001,0.329
93680,Psittacosis,Lassen,2014,Male,0,21524,0.0,0.0,17.137,0.0
133833,Typhus Fever,Del Norte,2002,Female,0,12338,0.0,0.0,29.894000000000002,0.0
131194,"Typhoid Fever, case",Butte,2003,Male,0,103625,0.0,0.0,3.56,0.0
50509,Giardiasis,Sonoma,2004,Female,11,238891,4.605,2.299,8.238999999999999,4.605
7504,"Botulism, Foodborne",Alameda,2005,Female,0,744115,0.0,0.0,0.496,0.0
13142,"Botulism, Wound",Kern,2008,Male,0,422667,0.0,0.0,0.873,0.0
131575,"Typhoid Fever, case",Imperial,2004,Male,0,79736,0.0,0.0,4.626,0.0
64039,Influenza Death (<65 years of age),Madera,2009,Female,3,77888,3.852,0.794,11.255999999999998,3.852
70621,Leprosy,Madera,2006,Male,0,68998,0.0,0.0,5.346,0.0
10825,"Botulism, Other",Madera,2004,Female,0,70893,0.0,0.0,5.202999999999999,0.0
125245,Trichinosis,San Joaquin,2005,Female,0,326957,0.0,0.0,1.128,0.0
48725,Giardiasis,Contra Costa,2004,Male,30,486962,6.1610000000000005,4.157,8.795,6.161
61208,"Hepatitis E, acute infection",Ventura,2013,Female,0,421969,0.0,0.0,0.8740000000000001,0.0
139393,Yersiniosis,Alameda,2013,Male,0,766363,0.0,0.0,0.48100000000000004,0.0
66902,Invasive Meningococcal Disease,Sutter,2001,Female,2,40526,4.935,0.598,17.826,4.935
125063,Trichinosis,Sacramento,2014,Male,0,716435,0.0,0.0,0.515,0.0
19942,Chlamydia,Alameda,2009,Male,2081,738333,281.851,269.88599999999997,294.209,281.851
25831,Ciguatera Fish Poisoning,Merced,2005,Female,0,120117,0.0,0.0,3.071,0.0
35540,Cysticercosis or Taeniasis,Monterey,2006,Female,0,197244,0.0,0.0,1.87,0.0
15988,Brucellosis,Merced,2012,Female,1,129535,0.772,0.02,4.301,0.772
23835,Cholera,San Benito,2012,Male,0,28275,0.0,0.0,13.046,0.0
92329,"Plague, human",Santa Cruz,2014,Female,0,135956,0.0,0.0,2.713,0.0
10777,"Botulism, Other",Los Angeles,2002,Female,0,4925059,0.0,0.0,0.075,0.0
135434,Typhus Fever,Shasta,2007,Male,0,86295,0.0,0.0,4.275,0.0
134694,Typhus Fever,Napa,2004,Male,0,64969,0.0,0.0,5.678,0.0
102209,Relapsing Fever,Sierra,2004,Male,0,1756,0.0,0.0,209.852,0.0
64820,Invasive Meningococcal Disease,Alameda,2012,Female,4,784429,0.51,0.139,1.306,0.51
114447,Spotted Fever Rickettsiosis,Siskiyou,2012,Female,0,22626,0.0,0.0,16.302,0.0
95492,Q Fever,Amador,2014,Male,0,19741,0.0,0.0,18.685,0.0
56609,Hemolytic Uremic Syndrome,Lake,2008,Female,0,32159,0.0,0.0,11.47,0.0
61432,HIV,Calaveras,2008,Male,1,22838,4.379,0.111,24.394000000000002,4.379
127508,Tuberculosis,Sacramento,2003,Male,84,646244,12.998,10.368,16.092,12.998
69362,Legionellosis,Sonoma,2012,Male,1,240307,0.41600000000000004,0.011000000000000001,2.319,0.416
114970,Staphylococcus aureus Infection (cases resulting in death or ICU),Alpine,2011,Female,0,537,0.0,0.0,684.5880000000001,0.0
37113,Dengue,Calaveras,2007,Male,0,22796,0.0,0.0,16.180999999999997,0.0
66293,Invasive Meningococcal Disease,San Bernardino,2008,Female,2,1012903,0.19699999999999998,0.024,0.713,0.197
25389,Ciguatera Fish Poisoning,Imperial,2012,Female,0,86637,0.0,0.0,4.258,0.0
109259,Shiga Toxin Positive Feces (without culture confirmation),Orange,2013,Female,4,1566211,0.255,0.07,0.654,0.255
132934,"Typhoid Fever, case",Shasta,2010,Male,0,87261,0.0,0.0,4.227,0.0
60185,"Hepatitis C, Acute",Orange,2014,Male,2,1549421,0.129,0.016,0.466,0.129
57390,Hemolytic Uremic Syndrome,San Bernardino,2002,Male,0,897124,0.0,0.0,0.41100000000000003,0.0
132507,"Typhoid Fever, case",San Benito,2008,Female,0,27450,0.0,0.0,13.437999999999999,0.0
13046,"Botulism, Wound",Imperial,2004,Male,0,79736,0.0,0.0,4.626,0.0
69596,Legionellosis,Tuolumne,2006,Female,0,26670,0.0,0.0,13.831,0.0
54028,Hantavirus Infection,Inyo,2012,Male,0,9454,0.0,0.0,39.012,0.0
71042,Leprosy,Orange,2012,Male,2,1520356,0.132,0.016,0.475,0.132
109370,Shiga Toxin Positive Feces (without culture confirmation),San Benito,2009,Male,0,27601,0.0,0.0,13.364,0.0
141746,Yersiniosis,Yuba,2004,Male,0,32827,0.0,0.0,11.237,0.0
36153,Cysticercosis or Taeniasis,San Mateo,2010,Female,0,365830,0.0,0.0,1.008,0.0
65766,Invasive Meningococcal Disease,Mendocino,2013,Female,2,43958,4.55,0.551,16.434,4.55
90176,Pertussis,Trinity,2003,Male,0,6872,0.0,0.0,53.665,0.0
8171,"Botulism, Foodborne",Lake,2003,Male,0,30790,0.0,0.0,11.98,0.0
88211,Pertussis,Contra Costa,2012,Male,10,521520,1.9169999999999998,0.92,3.5260000000000002,1.917
24617,Cholera,Tulare,2007,Female,0,211625,0.0,0.0,1.743,0.0
105525,Salmonellosis,Shasta,2013,Male,13,87666,14.829,7.896,25.357,14.829
43500,E. coli O157,San Joaquin,2001,Male,2,293540,0.6809999999999999,0.083,2.461,0.681
49886,Giardiasis,Sacramento,2006,Male,42,671711,6.252999999999999,4.506,8.452,6.253
115998,Staphylococcus aureus Infection (cases resulting in death or ICU),Sonoma,2012,Male,1,240307,0.41600000000000004,0.011000000000000001,2.319,0.416
134561,Typhus Fever,Modoc,2002,Female,0,4651,0.0,0.0,79.282,0.0
116705,Streptococcal Infection (cases in food and dairy workers),Humboldt,2007,Male,0,66233,0.0,0.0,5.569,0.0
127025,Tuberculosis,Mariposa,2010,Male,0,9236,0.0,0.0,39.931999999999995,0.0
129541,Tularemia,Mendocino,2012,Female,0,44115,0.0,0.0,8.362,0.0
137789,Vibrio Infection (non-Cholera),Mariposa,2005,Female,0,8888,0.0,0.0,41.495,0.0
139010,Vibrio Infection (non-Cholera),Sutter,2006,Female,0,45699,0.0,0.0,8.072000000000001,0.0
127052,Tuberculosis,Mendocino,2005,Male,2,43908,4.555,0.552,16.453,4.555
125480,Trichinosis,Santa Cruz,2013,Male,0,135323,0.0,0.0,2.7260000000000004,0.0
83135,Measles,Mono,2002,Female,0,6130,0.0,0.0,60.159,0.0
99544,"Rabies, human",Santa Barbara,2009,Male,0,212127,0.0,0.0,1.739,0.0
78774,Lyme Disease,San Joaquin,2003,Male,0,309559,0.0,0.0,1.192,0.0
127273,Tuberculosis,Napa,2009,Female,3,67950,4.415,0.91,12.902000000000001,4.415
55628,Hantavirus Infection,Trinity,2004,Male,0,6945,0.0,0.0,53.102,0.0
23657,Cholera,Placer,2009,Female,0,175968,0.0,0.0,2.096,0.0
65679,Invasive Meningococcal Disease,Marin,2012,Female,0,128952,0.0,0.0,2.861,0.0
75703,Listeriosis,Modoc,2002,Male,0,4749,0.0,0.0,77.64699999999999,0.0
7393,Babesiosis,Yolo,2010,Female,0,103148,0.0,0.0,3.576,0.0
109741,Shiga Toxin Positive Feces (without culture confirmation),Stanislaus,2012,Male,0,259005,0.0,0.0,1.4240000000000002,0.0
72461,Leptospirosis,Colusa,2001,Male,0,9698,0.0,0.0,38.03,0.0
27115,Ciguatera Fish Poisoning,Tuolumne,2007,Male,0,29677,0.0,0.0,12.429,0.0
21337,Chlamydia,Sacramento,2012,Female,6006,731575,820.9689999999999,800.418,841.91,820.968
65598,Invasive Meningococcal Disease,Los Angeles,2013,Male,13,4941613,0.263,0.14,0.45,0.263
34891,Cysticercosis or Taeniasis,Humboldt,2001,Female,0,64153,0.0,0.0,5.75,0.0
99924,"Rabies, human",Sutter,2010,Female,0,47680,0.0,0.0,7.736000000000001,0.0
68132,Legionellosis,Madera,2005,Female,0,72628,0.0,0.0,5.079,0.0
34692,Cysticercosis or Taeniasis,Contra Costa,2005,Female,0,514168,0.0,0.0,0.7170000000000001,0.0
74201,Listeriosis,San Benito,2005,Male,1,27754,3.603,0.091,20.073,3.603
89064,Pertussis,Napa,2002,Male,2,63838,3.133,0.379,11.317,3.133
52153,Gonorrhea,Nevada,2011,Male,5,48761,10.254000000000001,3.33,23.928,10.254
42272,E. coli O157,Fresno,2001,Male,2,407831,0.49,0.059000000000000004,1.771,0.49
39707,Diphtheria,Del Norte,2014,Female,0,12466,0.0,0.0,29.587,0.0
139816,Yersiniosis,Glenn,2014,Male,0,14508,0.0,0.0,25.423000000000002,0.0
134888,Typhus Fever,Plumas,2013,Female,0,9918,0.0,0.0,37.187,0.0
92300,"Plague, human",Santa Cruz,2004,Male,0,127160,0.0,0.0,2.9010000000000002,0.0
130687,Tularemia,Sutter,2002,Male,0,40569,0.0,0.0,9.092,0.0
95116,Psittacosis,Tulare,2001,Female,0,186935,0.0,0.0,1.973,0.0
126920,Tuberculosis,Madera,2003,Male,9,63816,14.103,6.449,26.77,14.103
53201,Gonorrhea,Tulare,2003,Male,94,195167,48.163999999999994,38.923,58.937,48.164
72021,Leprosy,Tulare,2009,Female,0,218918,0.0,0.0,1.685,0.0
40094,Diphtheria,Lassen,2003,Female,0,12307,0.0,0.0,29.969,0.0
11647,"Botulism, Other",San Joaquin,2012,Male,0,347738,0.0,0.0,1.061,0.0
103976,Salmonellosis,Del Norte,2004,Female,0,12587,0.0,0.0,29.303,0.0
85005,Mumps,Plumas,2012,Male,0,9942,0.0,0.0,37.097,0.0
139729,Yersiniosis,El Dorado,2013,Male,0,91450,0.0,0.0,4.034,0.0
111771,Shigellosis,Santa Barbara,2014,Male,15,219367,6.837999999999999,3.827,11.277999999999999,6.838
93355,Psittacosis,Glenn,2004,Female,0,13518,0.0,0.0,27.285,0.0
74776,Listeriosis,Alpine,2005,Male,0,628,0.0,0.0,585.679,0.0
107348,Scombroid Fish Poisoning,Placer,2005,Female,0,159647,0.0,0.0,2.311,0.0
40146,Diphtheria,Los Angeles,2006,Male,0,4827681,0.0,0.0,0.076,0.0
84458,Measles,Yolo,2009,Female,0,102303,0.0,0.0,3.6060000000000003,0.0
92507,"Plague, human",Sonoma,2003,Male,0,230188,0.0,0.0,1.6030000000000002,0.0
10796,"Botulism, Other",Los Angeles,2008,Male,0,4831902,0.0,0.0,0.076,0.0
119341,Tetanus,Kings,2006,Male,0,84480,0.0,0.0,4.3660000000000005,0.0
94898,Psittacosis,Solano,2008,Female,0,206443,0.0,0.0,1.787,0.0
64385,Influenza Death (<65 years of age),San Joaquin,2010,Female,0,344584,0.0,0.0,1.071,0.0
71296,Leprosy,San Diego,2005,Male,3,1491362,0.201,0.040999999999999995,0.588,0.201
121426,Toxic Shock Syndrome (Non-Streptococcal),Contra Costa,2004,Male,0,486962,0.0,0.0,0.758,0.0
32650,Cryptosporidiosis,Sacramento,2010,Female,9,724678,1.242,0.568,2.358,1.242
22592,Cholera,Calaveras,2010,Female,0,22699,0.0,0.0,16.25,0.0
14661,"Botulism, Wound",Tehama,2004,Male,0,29516,0.0,0.0,12.497,0.0
21707,Chlamydia,Santa Clara,2009,Male,1493,892288,167.32299999999998,158.94899999999998,176.023,167.323
125588,Trichinosis,Siskiyou,2007,Male,0,22227,0.0,0.0,16.595,0.0
3909,Anaplasmosis and Ehrlichiosis,Riverside,2013,Female,0,1137546,0.0,0.0,0.324,0.0
51816,Gonorrhea,Marin,2012,Female,36,128952,27.916999999999998,19.554000000000002,38.647,27.917
121978,Toxic Shock Syndrome (Non-Streptococcal),Madera,2006,Male,0,68998,0.0,0.0,5.346,0.0
80611,Malaria,Merced,2009,Female,0,126418,0.0,0.0,2.918,0.0
108415,Scombroid Fish Poisoning,Ventura,2010,Female,0,415220,0.0,0.0,0.888,0.0
131482,"Typhoid Fever, case",Glenn,2001,Male,0,13457,0.0,0.0,27.409000000000002,0.0
137268,Vibrio Infection (non-Cholera),El Dorado,2013,Male,0,91450,0.0,0.0,4.034,0.0
124670,Trichinosis,Modoc,2009,Male,0,4856,0.0,0.0,75.937,0.0
94634,Psittacosis,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798,0.0
40052,Diphtheria,Lake,2003,Female,0,31191,0.0,0.0,11.825999999999999,0.0
9723,"Botulism, Foodborne",Trinity,2007,Male,0,7098,0.0,0.0,51.957,0.0
113410,Spotted Fever Rickettsiosis,Mendocino,2003,Female,0,44097,0.0,0.0,8.365,0.0
136539,Varicella Hospitalizations,San Bernardino,2012,Female,0,1037268,0.0,0.0,0.35600000000000004,0.0
4497,Anaplasmosis and Ehrlichiosis,Siskiyou,2013,Female,0,22709,0.0,0.0,16.243,0.0
121550,Toxic Shock Syndrome (Non-Streptococcal),Fresno,2003,Male,0,422899,0.0,0.0,0.872,0.0
99541,"Rabies, human",Santa Barbara,2008,Male,1,210865,0.474,0.012,2.642,0.474
116063,Staphylococcus aureus Infection (cases resulting in death or ICU),Tehama,2013,Female,0,32138,0.0,0.0,11.478,0.0
8715,"Botulism, Foodborne",Orange,2002,Male,0,1445349,0.0,0.0,0.255,0.0
72352,Leptospirosis,Amador,2007,Female,0,17207,0.0,0.0,21.436,0.0
34987,Cysticercosis or Taeniasis,Inyo,2005,Female,0,9309,0.0,0.0,39.619,0.0
83661,Measles,San Francisco,2009,Male,3,406809,0.737,0.152,2.155,0.737
102740,Relapsing Fever,Yuba,2013,Male,0,36698,0.0,0.0,10.051,0.0
140600,Yersiniosis,Orange,2014,Male,1,1549421,0.065,0.002,0.36,0.065
105681,Salmonellosis,Sonoma,2009,Female,41,243970,16.805,12.06,22.798000000000002,16.805
20040,Chlamydia,Amador,2014,Female,36,16358,220.076,154.185,304.54900000000004,220.076
17016,Brucellosis,Sonoma,2004,Male,0,231042,0.0,0.0,1.597,0.0
38977,Dengue,Stanislaus,2009,Female,0,258796,0.0,0.0,1.425,0.0
72287,Leptospirosis,Alameda,2013,Male,0,766363,0.0,0.0,0.48100000000000004,0.0
112212,Shigellosis,Trinity,2010,Female,0,6635,0.0,0.0,55.582,0.0
63480,HIV,Tulare,2005,Male,14,204263,6.854,3.747,11.499,6.854
117907,Streptococcal Infection (cases in food and dairy workers),San Luis Obispo,2014,Male,0,140021,0.0,0.0,2.634,0.0
46266,Early Syphilis,Contra Costa,2011,Female,7,543641,1.288,0.518,2.653,1.288
34780,Cysticercosis or Taeniasis,El Dorado,2006,Male,0,87604,0.0,0.0,4.211,0.0
105873,Salmonellosis,Tulare,2003,Female,30,195203,15.369000000000002,10.369000000000002,21.939,15.369
2122,Amebiasis,Stanislaus,2008,Female,0,258191,0.0,0.0,1.429,0.0
13393,"Botulism, Wound",Marin,2008,Female,0,126841,0.0,0.0,2.908,0.0
101507,Relapsing Fever,Nevada,2013,Male,0,48387,0.0,0.0,7.622999999999999,0.0
34342,Cyclosporiasis,Tuolumne,2012,Male,0,28532,0.0,0.0,12.927999999999999,0.0
18665,Campylobacteriosis,Nevada,2013,Male,9,48387,18.6,8.505,35.306,18.6
25102,Ciguatera Fish Poisoning,Colusa,2014,Male,0,11117,0.0,0.0,33.177,0.0
100981,Relapsing Fever,Lake,2012,Female,0,32003,0.0,0.0,11.526,0.0
22808,Cholera,Fresno,2012,Female,0,474300,0.0,0.0,0.778,0.0
141587,Yersiniosis,Tulare,2007,Male,0,211983,0.0,0.0,1.74,0.0
86176,Paralytic Shellfish Poisoning,Lassen,2003,Female,0,12307,0.0,0.0,29.969,0.0
16040,Brucellosis,Mono,2001,Male,0,7182,0.0,0.0,51.35,0.0
87946,Pertussis,Alameda,2008,Female,28,760368,3.682,2.447,5.322,3.682
94451,Psittacosis,San Diego,2013,Female,0,1576787,0.0,0.0,0.23399999999999999,0.0
59516,"Hepatitis B, Acute",San Benito,2014,Male,0,28869,0.0,0.0,12.777000000000001,0.0
17630,Campylobacteriosis,Calaveras,2005,Male,3,22346,13.425,2.7689999999999997,39.229,13.425
38401,Dengue,San Bernardino,2013,Female,2,1041988,0.192,0.023,0.693,0.192
5103,Babesiosis,Amador,2004,Male,0,20415,0.0,0.0,18.067999999999998,0.0
27728,Coccidioidomycosis,Glenn,2001,Male,0,13457,0.0,0.0,27.409000000000002,0.0
132954,"Typhoid Fever, case",Sierra,2003,Female,0,1750,0.0,0.0,210.571,0.0
120358,Tetanus,San Luis Obispo,2006,Female,0,127659,0.0,0.0,2.89,0.0
27008,Ciguatera Fish Poisoning,Tehama,2004,Male,0,29516,0.0,0.0,12.497,0.0
89034,Pertussis,Monterey,2006,Male,3,208633,1.4380000000000002,0.297,4.202,1.438
120907,Tetanus,Trinity,2007,Female,0,6689,0.0,0.0,55.133,0.0
69896,Leprosy,Amador,2008,Male,0,20701,0.0,0.0,17.817999999999998,0.0
122826,Toxic Shock Syndrome (Non-Streptococcal),San Luis Obispo,2010,Male,0,138264,0.0,0.0,2.668,0.0
17144,Brucellosis,Tehama,2011,Male,0,31630,0.0,0.0,11.662,0.0
49927,Giardiasis,San Benito,2006,Female,0,27319,0.0,0.0,13.502,0.0
46891,Early Syphilis,Mariposa,2009,Female,0,9007,0.0,0.0,40.946999999999996,0.0
19472,Campylobacteriosis,Sonoma,2007,Female,29,240336,12.065999999999999,8.081,17.329,12.066
138179,Vibrio Infection (non-Cholera),Placer,2009,Female,0,175968,0.0,0.0,2.096,0.0
86627,Paralytic Shellfish Poisoning,Napa,2013,Male,0,69824,0.0,0.0,5.2829999999999995,0.0
114746,Spotted Fever Rickettsiosis,Tulare,2013,Male,0,228149,0.0,0.0,1.617,0.0
83382,Measles,Placer,2014,Male,0,180616,0.0,0.0,2.042,0.0
134598,Typhus Fever,Modoc,2014,Male,0,4715,0.0,0.0,78.207,0.0
31965,Cryptosporidiosis,Lassen,2006,Male,0,22389,0.0,0.0,16.475,0.0
109186,Shiga Toxin Positive Feces (without culture confirmation),Monterey,2013,Female,2,205791,0.972,0.11800000000000001,3.511,0.972
113095,Spotted Fever Rickettsiosis,Kern,2010,Female,0,404512,0.0,0.0,0.912,0.0
41726,Diphtheria,Ventura,2013,Male,0,417301,0.0,0.0,0.884,0.0
89570,Pertussis,San Joaquin,2004,Male,5,318163,1.5719999999999998,0.51,3.667,1.572
49231,Giardiasis,Lassen,2012,Female,0,12115,0.0,0.0,30.444000000000003,0.0
16276,Brucellosis,Placer,2010,Female,0,179214,0.0,0.0,2.0580000000000003,0.0
37807,Dengue,Mariposa,2012,Female,0,8865,0.0,0.0,41.603,0.0
52497,Gonorrhea,San Diego,2014,Female,1026,1595079,64.32300000000001,60.448,68.381,64.323
119862,Tetanus,Napa,2014,Male,0,70493,0.0,0.0,5.233,0.0
96011,Q Fever,Kings,2009,Male,0,86927,0.0,0.0,4.244,0.0
99348,"Rabies, human",San Diego,2014,Female,0,1595079,0.0,0.0,0.231,0.0
130258,Tularemia,San Luis Obispo,2013,Male,0,139193,0.0,0.0,2.65,0.0
67943,Legionellosis,Kern,2012,Female,1,411962,0.243,0.006,1.3519999999999999,0.243
125926,Trichinosis,Tuolumne,2008,Female,0,26415,0.0,0.0,13.964,0.0
20238,Chlamydia,Del Norte,2010,Female,34,12648,268.809,186.233,375.444,268.817
36338,Cysticercosis or Taeniasis,Sierra,2001,Male,0,1815,0.0,0.0,203.03799999999998,0.0
141419,Yersiniosis,Stanislaus,2007,Male,1,251144,0.39799999999999996,0.01,2.218,0.398
15670,Brucellosis,Lake,2004,Female,0,31503,0.0,0.0,11.709000000000001,0.0
54037,Hantavirus Infection,Kern,2001,Male,0,349424,0.0,0.0,1.056,0.0
93886,Psittacosis,Mendocino,2013,Female,0,43958,0.0,0.0,8.391,0.0
14508,"Botulism, Wound",Solano,2009,Male,0,206322,0.0,0.0,1.788,0.0
97035,Q Fever,San Mateo,2001,Female,0,359709,0.0,0.0,1.026,0.0
88710,Pertussis,Los Angeles,2010,Male,660,4844727,13.623,12.603,14.703,13.623
4746,Anaplasmosis and Ehrlichiosis,Trinity,2012,Female,0,6567,0.0,0.0,56.157,0.0
57751,Hemolytic Uremic Syndrome,Santa Cruz,2010,Male,0,131271,0.0,0.0,2.81,0.0
105847,Salmonellosis,Trinity,2008,Male,0,7084,0.0,0.0,52.06,0.0
84542,Mumps,Alameda,2013,Female,0,797654,0.0,0.0,0.462,0.0
111717,Shigellosis,San Mateo,2010,Male,9,353837,2.544,1.163,4.828,2.544
85274,Mumps,Stanislaus,2012,Female,0,264121,0.0,0.0,1.3969999999999998,0.0
84166,Measles,Stanislaus,2009,Male,0,253256,0.0,0.0,1.4569999999999999,0.0
30857,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Shasta,2013,Male,0,87666,0.0,0.0,4.208,0.0
17858,Campylobacteriosis,Fresno,2011,Female,113,469845,24.05,19.820999999999998,28.915,24.05
66109,Invasive Meningococcal Disease,Plumas,2001,Female,0,10343,0.0,0.0,35.659,0.0
92707,"Plague, human",Trinity,2014,Female,0,6530,0.0,0.0,56.475,0.0
74457,Leptospirosis,Trinity,2011,Male,0,6951,0.0,0.0,53.056000000000004,0.0
134057,Typhus Fever,Imperial,2002,Female,0,70707,0.0,0.0,5.2170000000000005,0.0
139420,Yersiniosis,Alpine,2008,Male,0,627,0.0,0.0,586.611,0.0
8170,"Botulism, Foodborne",Lake,2003,Female,0,31191,0.0,0.0,11.825999999999999,0.0
73100,Leptospirosis,Marin,2004,Male,0,121712,0.0,0.0,3.031,0.0
111122,Shigellosis,Monterey,2008,Female,9,199794,4.505,2.06,8.551,4.505
1016,Amebiasis,Merced,2003,Female,0,114558,0.0,0.0,3.22,0.0
76715,Listeriosis,Sonoma,2004,Female,2,238891,0.8370000000000001,0.10099999999999999,3.0239999999999996,0.837
111620,Shigellosis,San Joaquin,2006,Female,21,331622,6.332999999999999,3.92,9.68,6.333
67998,Legionellosis,Lake,2002,Male,0,30285,0.0,0.0,12.18,0.0
6006,Babesiosis,Merced,2011,Male,0,130544,0.0,0.0,2.826,0.0
49529,Giardiasis,Modoc,2013,Male,0,4761,0.0,0.0,77.45100000000001,0.0
11580,"Botulism, Other",San Francisco,2004,Female,0,384174,0.0,0.0,0.96,0.0
120938,Tetanus,Tulare,2003,Male,0,195167,0.0,0.0,1.89,0.0
72680,Leptospirosis,Glenn,2004,Male,0,13746,0.0,0.0,26.831999999999997,0.0
86897,Paralytic Shellfish Poisoning,San Benito,2005,Female,0,27399,0.0,0.0,13.463,0.0
111900,Shigellosis,Sierra,2001,Male,0,1815,0.0,0.0,203.03799999999998,0.0
113443,Spotted Fever Rickettsiosis,Mendocino,2014,Female,0,44077,0.0,0.0,8.369,0.0
46218,Early Syphilis,Colusa,2009,Female,0,10373,0.0,0.0,35.556,0.0
122094,Toxic Shock Syndrome (Non-Streptococcal),Mendocino,2005,Female,0,44108,0.0,0.0,8.363,0.0
20005,Chlamydia,Amador,2002,Male,9,20119,44.735,20.457,84.902,44.734
35222,Cysticercosis or Taeniasis,Los Angeles,2013,Male,2,4941613,0.04,0.005,0.146,0.04
59848,"Hepatitis C, Acute",Butte,2013,Female,0,111548,0.0,0.0,3.307,0.0
110677,Shigellosis,Lake,2009,Female,0,32169,0.0,0.0,11.467,0.0
106814,Scombroid Fish Poisoning,Lake,2014,Female,0,32229,0.0,0.0,11.445,0.0
34852,Cysticercosis or Taeniasis,Glenn,2002,Female,0,13251,0.0,0.0,27.835,0.0
13099,Campylobacteriosis,San Joaquin,2006,Female,78,331622,23.521,18.593,29.354,23.521
137322,Vibrio Infection (non-Cholera),Glenn,2003,Male,0,13708,0.0,0.0,26.906999999999996,0.0
95404,Q Fever,Alameda,2013,Female,0,797654,0.0,0.0,0.462,0.0
128629,Tularemia,Alpine,2002,Female,0,594,0.0,0.0,619.099,0.0
95616,Q Fever,Colusa,2014,Female,0,10489,0.0,0.0,35.163000000000004,0.0
106431,Scombroid Fish Poisoning,Del Norte,2012,Male,0,15889,0.0,0.0,23.214000000000002,0.0
10352,"Botulism, Other",Del Norte,2014,Male,0,15753,0.0,0.0,23.414,0.0
46573,Early Syphilis,Kern,2001,Male,13,349424,3.72,1.9809999999999999,6.362,3.72
78651,Lyme Disease,San Bernardino,2004,Male,0,945729,0.0,0.0,0.39,0.0
35774,Cysticercosis or Taeniasis,Plumas,2014,Female,0,9866,0.0,0.0,37.383,0.0
